age,balance,day,duration,campaign,pdays,previous,deposit,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes,contact_telephone,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,age_group
1.373683654408091,1.7702318384978604,-1.272166099345914,1.0987135699090615,-0.8368482489304576,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
1.2807256815435595,-0.5799329138249295,-1.272166099345914,1.4877737620098495,-0.06976686628832009,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,young
0.16523000716918132,-0.7686023354773698,-1.272166099345914,1.0283516202738128,-0.06976686628832009,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,young
-0.29955985715347627,-0.7675769581857805,-1.1537869366022937,1.2187427781103686,-0.8368482489304576,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-0.20660188428894477,-0.6660646063184349,-1.0354077738586736,1.9554737801735627,-0.8368482489304576,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-0.8573076943406654,-0.04776209949005685,-0.9170286111150532,2.6052870797461556,-0.06976686628832009,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-0.7643497214761339,-0.14209681031627705,-0.9170286111150532,0.9414339177832112,0.6973145163538174,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
0.815935817220902,-0.596338950490359,-0.9170286111150532,0.8255436477957424,-0.8368482489304576,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,young
-1.13618161293426,0.03631883842026984,-0.9170286111150532,0.5316790346132323,-0.06976686628832009,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
0.25818798003371285,1.3508525262378164,-0.9170286111150532,1.8313056337584177,-0.8368482489304576,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
-0.29955985715347627,-0.37793358738182753,-0.9170286111150532,2.7791224847273583,-0.06976686628832009,0.0,0.0,1,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-0.48547580288253933,-0.7275872438137958,-0.7986494483714328,1.255993222034912,1.464395898995955,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-0.8573076943406654,-0.7460440350624041,-0.7986494483714328,0.7013755013805972,0.6973145163538174,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
0.25818798003371285,-0.7655262036026018,-0.7986494483714328,2.547341944752421,0.6973145163538174,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
-0.8573076943406654,-0.4538115069594394,-0.7986494483714328,0.9290171031416966,-0.8368482489304576,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-1.13618161293426,0.00965902883894674,-0.7986494483714328,1.640914475921862,-0.8368482489304576,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-0.7643497214761339,-0.7696277127689591,-0.7986494483714328,1.4049949977330862,-0.8368482489304576,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-1.322097558663323,-0.6845213975670431,-0.7986494483714328,1.4091339359469244,-0.8368482489304576,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-0.6713917486116023,-0.36870519175752337,-0.7986494483714328,1.4546622562991443,-0.06976686628832009,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-0.7643497214761339,-0.449709997793082,-0.4435119601405719,1.8354445719722559,-0.06976686628832009,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,
-0.48547580288253933,-0.344096136759379,-0.3251327973969516,0.7882932038711988,1.464395898995955,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,
-0.20660188428894477,-0.6465824377782372,-0.3251327973969516,1.0531852495568417,1.464395898995955,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
-1.6009714772569177,-0.7645008263110125,-0.3251327973969516,0.3371489385628383,-0.06976686628832009,0.0,0.0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
1.8384735187307488,0.5254238065083897,-0.3251327973969516,2.9032906311425037,-0.8368482489304576,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,young
0.7229778443563705,1.229858005830273,-0.3251327973969516,1.5291631441482312,-0.06976686628832009,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
0.4441039257627759,-1.173626365655163,-0.3251327973969516,0.6475693046007011,-0.8368482489304576,0.0,0.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
-0.39251783001800783,0.4259622092242228,-0.3251327973969516,2.845345496148769,1.464395898995955,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
1.0948097358144966,1.528242797682774,-0.3251327973969516,2.1996711347900146,-0.8368482489304576,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
-0.48547580288253933,-0.46098914800056484,-0.3251327973969516,2.613564956173832,-0.06976686628832009,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
1.0948097358144966,3.25395277942765,-0.20675363465333133,2.601148141532317,0.6973145163538174,0.0,0.0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
1.1877677086790281,0.711017096286062,-0.20675363465333133,0.6724029338837301,-0.8368482489304576,0.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
0.7229778443563705,-0.7439932804792254,-0.20675363465333133,2.1458649380101185,-0.8368482489304576,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
0.0722720343046498,2.126037758679365,-0.20675363465333133,2.253477331569911,-0.8368482489304576,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
0.7229778443563705,0.6720527592056668,-0.20675363465333133,1.3056604806009702,-0.06976686628832009,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
-0.020685938559881722,0.8053518071122823,-0.20675363465333133,1.6160808466388328,-0.8368482489304576,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,
0.7229778443563705,0.8678998218992326,-0.20675363465333133,1.8478613866137703,-0.8368482489304576,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
1.8384735187307488,0.8125294481534077,-0.20675363465333133,2.5514808829662594,-0.8368482489304576,0.0,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,young
